date,asset_count,min_observations_required,included_assets,excluded_assets,exclusion_reasons
2007-04-06,0,60,,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|红利ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|红利ETF:insufficient_observations(50)|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-04-13,0,60,,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|红利ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|红利ETF:insufficient_observations(55)|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-04-20,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-04-27,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-04-30,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-05-11,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-05-18,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-05-25,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-06-01,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-06-08,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-06-15,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-06-22,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
2007-06-29,1,60,红利ETF,10年国债ETF|5年国债ETF|中证1000ETF|中证2000ETF|中证500ETF|人工智能ETF|信用债ETF|军工ETF|创业板ETF|半导体ETF|原油ETF|可转债ETF|恒生ETF|新能源ETF|日利ETF|日经225ETF|有色金属期货ETF|标普500ETF|欧洲ETF|沪深300ETF|消费ETF|煤炭ETF|白银LOF|科创50ETF|纳指ETF|能源化工期货ETF|证券ETF|豆粕ETF|黄金ETF,10年国债ETF:no_observations|5年国债ETF:no_observations|中证1000ETF:no_observations|中证2000ETF:no_observations|中证500ETF:no_observations|人工智能ETF:no_observations|信用债ETF:no_observations|军工ETF:no_observations|创业板ETF:no_observations|半导体ETF:no_observations|原油ETF:no_observations|可转债ETF:no_observations|恒生ETF:no_observations|新能源ETF:no_observations|日利ETF:no_observations|日经225ETF:no_observations|有色金属期货ETF:no_observations|标普500ETF:no_observations|欧洲ETF:no_observations|沪深300ETF:no_observations|消费ETF:no_observations|煤炭ETF:no_observations|白银LOF:no_observations|科创50ETF:no_observations|纳指ETF:no_observations|能源化工期货ETF:no_observations|证券ETF:no_observations|豆粕ETF:no_observations|黄金ETF:no_observations
